Player Name,Batting Average,Batting Strike rate,Batting Rating Points
"Sajeewa de Silva "," 						  6.50 					"," 						  42.39 					","5.376605"
"Aravinda de Silva "," 						  34.90 					"," 						  81.13 					","32.924311"
"Lanka de Silva "," 						  53.66 					"," 						  83.41 					","50.9893418"
"Kumar Dharmasena "," 						  22.62 					"," 						  65.03 					","20.2469358"
"Roy Dias "," 						  31.46 					"," 						  67.94 					","28.4341772"
"Tillakaratne Dilshan "," 						  39.27 					"," 						  86.23 					","37.6477563"
"Chamara Dunusinghe "," 						  1.00 					"," 						  100.00 					","1.0"
"Dilhara Lokuhettige "," 						  9.22 					"," 						  77.57 					","8.5995862"
"Susil Fernando "," 						  20.20 					"," 						  46.75 					","16.97305"
"Ranjit Fernando "," 						  15.66 					"," 						  71.21 					","14.3074458"
"Lalithamana Fernando "," 						  8.00 					"," 						  133.33 					","8.79992"
"Dilhara Fernando "," 						  9.19 					"," 						  60.96 					","8.1136672"
"Charitha Buddhika "," 						  7.25 					"," 						  49.15 					","6.1440125"
"Hasantha Fernando "," 						  21.50 					"," 						  59.72 					","18.90194"
"Indika Gallage "," 						  17.00 					"," 						  62.96 					","15.11096"
"Yohan Goonasekera "," 						  23.00 					"," 						  66.34 					","20.67746"
"Aruna Gunawardena "," 						  2.00 					"," 						  20.00 					","1.52"
"Asanka Gurusinha "," 						  28.27 					"," 						  60.88 					","24.9522328"
"Akalanka Ganegama "," 						  3.50 					"," 						  77.77 					","3.266585"
"Avishka Gunawardene "," 						  28.46 					"," 						  71.49 					","26.0258162"
"Pulasthi Gunaratne "," 						  7.20 					"," 						  57.14 					","6.274224"
"Mahes Goonatilleke "," 						  31.00 					"," 						  53.44 					","26.66992"
"Dharshana Gamage "," 						  3.00 					"," 						  30.00 					","2.37"
"Chandika Hathurusingha "," 						  20.90 					"," 						  50.75 					","17.812025"
"David Heyn "," 						  1.50 					"," 						  15.00 					","1.1175"
"Rangana Herath "," 						  9.33 					"," 						  64.51 					","8.3366349"
"Rohan Jayasekera "," 						  17.00 					"," 						  40.47 					","13.96397"
"Sunil Jayasinghe "," 						  1.00 					"," 						  33.33 					","0.79999"
"Sanath Jayasuriya "," 						  32.36 					"," 						  91.20 					","31.505696"
"Sridharan Jeganathan "," 						  8.33 					"," 						  64.10 					","7.432859"
"Vinothen John "," 						  9.33 					"," 						  55.26 					","8.0777274"
"Prasanna Jayawardene "," 						  5.40 					"," 						  61.36 					","4.774032"
"Mahela Jayawardene "," 						  33.37 					"," 						  78.96 					","31.2636856"
"Saman Jayantha "," 						  26.66 					"," 						  75.47 					","24.6980906"
"Ruwan Kalpage "," 						  20.58 					"," 						  63.93 					","18.3530382"
"Sanath Kaluperuma "," 						  5.50 					"," 						  26.82 					","4.29253"
"Romesh Kaluwitharana "," 						  22.22 					"," 						  77.70 					","20.733482"
"Thilina Kandamby "," 						  29.00 					"," 						  69.60 					","26.3552"
"Uvais Karnain "," 						  19.08 					"," 						  59.32 					","16.7514768"
"Brendon Kuruppu "," 						  20.03 					"," 						  51.66 					","17.1252494"
"Kosala Kulasekara "," 						  12.66 					"," 						  52.77 					","10.8662046"
"Nuwan Kulasekara "," 						  15.43 					"," 						  81.46 					","14.5717834"
"Graeme Labrooy "," 						  8.58 					"," 						  71.14 					","7.8371436"
"Dulip Liyanage "," 						  16.00 					"," 						  69.56 					","14.53888"
"Kaushal Lokuarachchi "," 						  14.00 					"," 						  80.15 					","13.1663"
"Chamila Gamage "," 						  7.00 					"," 						  58.33 					","6.12493"
"Suranga Lakmal "," 						  7.66 					"," 						  53.13 					","6.5829274"
"Ranjan Madugalle "," 						  18.62 					"," 						  60.35 					","16.405151"
"Ranjith Madurasinghe "," 						  10.50 					"," 						  33.87 					","8.416905"
"Roshan Mahanama "," 						  29.49 					"," 						  60.57 					","26.0016279"
"Duleep Mendis "," 						  23.49 					"," 						  75.07 					","21.7331829"
"Jehan Mubarak "," 						  22.70 					"," 						  63.13 					","20.189153"
"Manjula Munasinghe "," 						  4.33 					"," 						  25.00 					","3.35575"
"Muttiah Muralitharan "," 						  6.80 					"," 						  77.56 					","6.342224"
"Farveez Maharoof "," 						  19.52 					"," 						  86.01 					","18.7007456"
"Thilan Thushara "," 						  18.66 					"," 						  92.45 					","18.237351"
"Jeevan Mendis "," 						  20.13 					"," 						  85.07 					","19.2283773"
"Lasith Malinga "," 						  6.98 					"," 						  75.84 					","6.4740896"
"Angelo Mathews "," 						  41.86 					"," 						  83.76 					","39.8205808"
"Naveed Nawaz "," 						  15.50 					"," 						  43.66 					","12.88019"
"Prabath Nissanka "," 						  6.62 					"," 						  37.85 					","5.385701"
"Tony Opatha "," 						  9.66 					"," 						  52.72 					","8.2898256"
"Sudath Pasqual "," 						  24.00 					"," 						  85.71 					","22.97112"
"Suresh Perera "," 						  17.72 					"," 						  75.87 					","16.4372492"
"Mevan Pieris "," 						  9.50 					"," 						  32.20 					","7.5677"
"Ravindra Pushpakumara "," 						  9.00 					"," 						  69.23 					","8.16921"
"Ruchira Perera "," 						  1.60 					"," 						  44.44 					","1.333312"
"Dilruwan Perera "," 						  11.18 					"," 						  79.35 					","10.487399"
"Sandun Weerakkody "," 						  24.33 					"," 						  110.60 					","25.103694"
"Dhammika Prasad "," 						  21.50 					"," 						  88.35 					","20.748575"
"Malinda Pushpakumara "," 						  5.50 					"," 						  42.30 					","4.54795"
"Champaka Ramanayake "," 						  10.00 					"," 						  56.14 					","8.6842"
"Anura Ranasinghe "," 						  21.85 					"," 						  104.08 					","22.117444"
"Keerthi Ranasinghe "," 						  18.33 					"," 						  67.90 					","16.564821"
"Arjuna Ranatunga "," 						  35.84 					"," 						  77.90 					","33.463808"
"Dammika Ranatunga "," 						  12.25 					"," 						  31.41 					","9.7293175"
"Nishantha Ranatunga "," 						  0.00 					"," 						  0.00 					","0.0"
"Sanjeeva Ranatunga "," 						  23.00 					"," 						  48.09 					","19.41821"
"Rumesh Ratnayake "," 						  16.54 					"," 						  86.80 					","15.885016"
"Ravi Ratnayeke "," 						  14.98 					"," 						  52.45 					","12.843103"
"Athula Samarasekera "," 						  22.81 					"," 						  69.92 					","20.7516256"
"Dulip Samaraweera "," 						  22.75 					"," 						  53.84 					","19.59958"
"Thilan Samaraweera "," 						  27.80 					"," 						  69.29 					","25.238786"
"Charith Senanayake "," 						  18.00 					"," 						  59.71 					","15.82434"
"Chamara Silva "," 						  28.85 					"," 						  70.40 					","26.28812"
"Amal Silva "," 						  22.05 					"," 						  52.62 					","18.915813"
"Suraj Randiv "," 						  17.50 					"," 						  73.29 					","16.097725"
"Kumar Sangakkara "," 						  41.98 					"," 						  78.86 					","39.3176284"
"Anura Tennekoon "," 						  34.25 					"," 						  66.18 					","30.774995"
"Hashan Tillakaratne "," 						  29.60 					"," 						  57.51 					","25.826888"
"Michael Tissera "," 						  26.00 					"," 						  53.06 					","22.33868"
"Upul Tharanga "," 						  34.76 					"," 						  75.77 					","32.2332956"
"Eric Upashantha "," 						  7.00 					"," 						  56.97 					","6.09637"
"Mahela Udawatte "," 						  28.55 					"," 						  67.10 					","25.732115"
"Chaminda Vaas "," 						  13.68 					"," 						  72.42 					","12.5481168"
"Marlon Vonhagt "," 						  8.00 					"," 						  47.05 					","6.7292"
"Michael Vandort "," 						  48.00 					"," 						  41.02 					","39.50688"
"Bandula Warnapura "," 						  15.00 					"," 						  43.37 					","12.45165"
"Ajith Weerakkody "," 						  2.00 					"," 						  50.00 					","1.7"
"Sunil Wettimuny "," 						  68.00 					"," 						  56.19 					","59.06276"
"Sidath Wettimuny "," 						  24.56 					"," 						  48.04 					","20.7315872"
"Hemantha Wickramaratne "," 						  2.00 					"," 						  66.66 					","1.79996"
"Pramodya Wickramasinghe "," 						  8.60 					"," 						  63.35 					","7.65443"
"Gamini Wickremasinghe "," 						  2.00 					"," 						  20.00 					","1.52"
"Kapila Wijegunawardene "," 						  2.85 					"," 						  36.36 					","2.305878"
"Roger Wijesuriya "," 						  18.00 					"," 						  37.50 					","14.625"
"Kaushalya Weeraratne "," 						  20.00 					"," 						  90.39 					","19.4234"
"Malinda Warnapura "," 						  11.66 					"," 						  46.05 					","9.772829"
"Mithra Wettimuny "," 						  2.00 					"," 						  18.18 					","1.50908"
"Chanaka Welegedara "," 						  4.00 					"," 						  44.44 					","3.33328"
"Nuwan Zoysa "," 						  13.19 					"," 						  95.81 					","13.0242017"
"Dushmantha Chameera "," 						  15.00 					"," 						  65.69 					","13.45605"
"Akila Dananjaya "," 						  12.83 					"," 						  61.35 					","11.3423615"
"Kusal Mendis "," 						  30.97 					"," 						  84.97 					","29.5735627"
"Sadeera Samarawickrama "," 						  14.00 					"," 						  67.74 					","12.64508"
"Avishka Fernando "," 						  0.00 					"," 						  0.00 					","0.0"
"Lahiru Kumara "," 						  6.00 					"," 						  33.33 					","4.79994"
"Wanindu Hasaranga "," 						  10.50 					"," 						  88.73 					","10.144995"
