Player Name,Batting Average,Batting Strike rate,Batting Rating Points
"Anshuman Gaekwad "," 						  20.69 					"," 						  52.84 					","17.7627788"
"Gautam Gambhir "," 						  39.68 					"," 						  85.25 					","37.92416"
"Devang Gandhi "," 						  16.33 					"," 						  50.51 					","13.9054849"
"Dodda Ganesh "," 						  4.00 					"," 						  50.00 					","3.4"
"Sourav Ganguly "," 						  41.02 					"," 						  73.70 					","37.783522"
"Rohan Gavaskar "," 						  18.87 					"," 						  64.52 					","16.8614772"
"Sunil Gavaskar "," 						  35.13 					"," 						  62.26 					","31.1525814"
"Rajinder Singh Ghai "," 						  1.00 					"," 						  33.33 					","0.79999"
"Karsan Ghavri "," 						  11.40 					"," 						  58.76 					","9.989592"
"Gursharan Singh "," 						  4.00 					"," 						  40.00 					","3.28"
"Manish Pandey "," 						  39.27 					"," 						  93.10 					","38.457111"
"Kedar Jadhav "," 						  39.90 					"," 						  109.01 					","40.978497"
"Rishi Dhawan "," 						  12.00 					"," 						  92.30 					","11.7228"
"Harbhajan Singh "," 						  13.30 					"," 						  81.06 					","12.544294"
"Harvinder Singh "," 						  1.50 					"," 						  31.57 					","1.192065"
"Narendra Hirwani "," 						  2.00 					"," 						  27.58 					","1.56548"
"Ajay Jadeja "," 						  37.47 					"," 						  69.80 					","34.075218"
"Wasim Jaffer "," 						  5.00 					"," 						  43.47 					","4.15205"
"Sunil Joshi "," 						  17.17 					"," 						  89.43 					","16.6255393"
"Joginder Sharma "," 						  35.00 					"," 						  116.66 					","36.7493"
"Mohammad Kaif "," 						  32.01 					"," 						  72.03 					","29.3240409"
"Abhijit Kale "," 						  10.00 					"," 						  45.45 					","8.3635"
"Vinod Kambli "," 						  32.59 					"," 						  71.94 					","29.8465738"
"Hrishikesh Kanitkar "," 						  17.84 					"," 						  66.21 					","16.0315592"
"Kapil Dev "," 						  23.79 					"," 						  95.07 					","23.4381459"
"Aashish Kapoor "," 						  7.16 					"," 						  68.25 					","6.47801"
"Saba Karim "," 						  15.73 					"," 						  64.64 					","14.0613616"
"Dinesh Karthik "," 						  29.92 					"," 						  72.79 					","27.4776304"
"Murali Kartik "," 						  14.00 					"," 						  70.78 					","12.77276"
"Surinder Khanna "," 						  22.00 					"," 						  66.41 					","19.78306"
"Zaheer Khan "," 						  12.00 					"," 						  73.46 					","11.04456"
"Gagan Khoda "," 						  57.50 					"," 						  62.16 					","50.9726"
"Amay Khurasiya "," 						  13.54 					"," 						  79.25 					","12.697135"
"Syed Kirmani "," 						  20.72 					"," 						  60.55 					","18.267788"
"Pochiah Krishnamurthy "," 						  6.00 					"," 						  46.15 					","5.0307"
"Nilesh Kulkarni "," 						  5.50 					"," 						  55.00 					","4.7575"
"Raju Kulkarni "," 						  16.50 					"," 						  84.61 					","15.738195"
"Thirunavukkarasu Kumaran "," 						  6.33 					"," 						  70.37 					","5.7673263"
"Anil Kumble "," 						  10.53 					"," 						  61.06 					","9.2998854"
"Abey Kuruvilla "," 						  3.71 					"," 						  60.46 					","3.2699198"
"Praveen Kumar "," 						  13.90 					"," 						  88.21 					","13.408357"
"Raman Lamba "," 						  27.00 					"," 						  67.15 					","24.33915"
"VVS Laxman "," 						  30.76 					"," 						  71.23 					","28.1051044"
"Madan Lal "," 						  19.09 					"," 						  62.17 					","16.9234759"
"Ashok Malhotra "," 						  30.46 					"," 						  70.85 					","27.796273"
"Maninder Singh "," 						  12.25 					"," 						  54.44 					","10.57567"
"Sanjay Manjrekar "," 						  33.23 					"," 						  64.30 					","29.671067"
"Ashok Mankad "," 						  44.00 					"," 						  72.13 					","40.32116"
"Jacob Martin "," 						  22.57 					"," 						  47.73 					","19.0307983"
"Debasis Mohanty "," 						  5.60 					"," 						  49.12 					","4.745216"
"Dinesh Mongia "," 						  27.95 					"," 						  71.47 					","25.5577595"
"Nayan Mongia "," 						  20.19 					"," 						  68.90 					","18.306273"
"Kiran More "," 						  13.09 					"," 						  69.67 					","11.8989409"
"Abhimanyu Mithun "," 						  17.00 					"," 						  92.72 					","16.62872"
"Amit Mishra "," 						  5.37 					"," 						  52.43 					","4.6036473"
"Sudhir Naik "," 						  19.00 					"," 						  55.88 					","16.48516"
"Suru Nayak "," 						  3.00 					"," 						  15.78 					","2.24202"
"Ashish Nehra "," 						  5.64 					"," 						  57.31 					","4.9176852"
"Naman Ojha "," 						  1.00 					"," 						  14.28 					","0.74284"
"Pragyan Ojha "," 						  23.00 					"," 						  41.07 					","18.93383"
"Gyanendra Pandey "," 						  4.00 					"," 						  36.36 					","3.23632"
"Chandrakant Pandit "," 						  20.71 					"," 						  72.50 					","19.001425"
"Jatin Paranjpe "," 						  18.00 					"," 						  59.34 					","15.80436"
"Ghulam Parkar "," 						  18.33 					"," 						  49.69 					","15.5634531"
"Ashok Patel "," 						  3.00 					"," 						  54.54 					","2.59086"
"Brijesh Patel "," 						  30.37 					"," 						  60.90 					","26.807599"
"Parthiv Patel "," 						  23.74 					"," 						  76.50 					","22.06633"
"Sandeep Patil "," 						  24.51 					"," 						  82.17 					","23.1989601"
"Manoj Prabhakar "," 						  24.12 					"," 						  60.26 					","21.2444136"
"Venkatesh Prasad "," 						  6.90 					"," 						  60.21 					","6.076347"
"Mannava Prasad "," 						  14.55 					"," 						  58.22 					","12.726303"
"Ramesh Powar "," 						  11.64 					"," 						  62.69 					","10.3371348"
"Yusuf Pathan "," 						  27.00 					"," 						  113.60 					","28.1016"
"Cheteshwar Pujara "," 						  10.20 					"," 						  39.23 					","8.340438"
"Bhuvneshwar Kumar "," 						  14.57 					"," 						  76.25 					","13.5318875"
"Irfan Pathan "," 						  23.39 					"," 						  79.54 					","21.9543218"
"Munaf Patel "," 						  6.72 					"," 						  66.07 					","6.0359712"
"Piyush Chawla "," 						  5.42 					"," 						  65.51 					","4.8591926"
"Lalchand Rajput "," 						  3.00 					"," 						  29.03 					","2.36127"
"Venkatapathy Raju "," 						  4.00 					"," 						  47.76 					","3.37312"
"Woorkeri Raman "," 						  23.73 					"," 						  55.63 					","20.5712997"
"Sadagoppan Ramesh "," 						  28.08 					"," 						  59.15 					","24.638796"
"Vikram Rathour "," 						  27.57 					"," 						  58.30 					","24.120993"
"Ajay Ratra "," 						  12.85 					"," 						  70.86 					","11.726653"
"Sanjay Raul "," 						  4.00 					"," 						  57.14 					","3.48568"
"Ambati Rayudu "," 						  50.23 					"," 						  76.28 					","46.6556332"
"Vivek Razdan "," 						  11.50 					"," 						  85.18 					","10.98871"
"Suresh Raina "," 						  35.46 					"," 						  93.76 					","34.7961888"
"Balwinder Sandhu "," 						  12.75 					"," 						  52.57 					","10.9358025"
"Ajay Sharma "," 						  20.19 					"," 						  90.40 					","19.608528"
"Chetan Sharma "," 						  24.00 					"," 						  90.47 					","23.31384"
"Gopal Sharma "," 						  5.50 					"," 						  45.83 					","4.606195"
"Parthasarthi Sharma "," 						  10.00 					"," 						  51.28 					","8.5384"
"Sanjeev Sharma "," 						  10.00 					"," 						  59.25 					","8.7775"
"Ravi Shastri "," 						  29.04 					"," 						  61.07 					","25.6484184"
"Laxmi Shukla "," 						  9.00 					"," 						  94.73 					","8.85771"
"Navjot Sidhu "," 						  37.08 					"," 						  69.72 					","33.7116528"
"Robin Singh "," 						  25.95 					"," 						  74.30 					","23.949255"
"Laxman Sivaramakrishnan "," 						  2.50 					"," 						  20.83 					","1.906225"
"Reetinder Sodhi "," 						  25.45 					"," 						  73.49 					","23.4259615"
"Eknath Solkar "," 						  4.50 					"," 						  34.17 					","3.611295"
"Sujith Somasunder "," 						  8.00 					"," 						  25.39 					","6.20936"
"Rohit Sharma "," 						  44.55 					"," 						  86.96 					","42.807204"
"Kris Srikkanth "," 						  29.01 					"," 						  71.74 					","26.5505322"
"Javagal Srinath "," 						  10.63 					"," 						  79.62 					","9.9800818"
"Tirumalai Srinivasan "," 						  5.00 					"," 						  28.57 					","3.92855"
"Sridharan Sriram "," 						  13.50 					"," 						  60.00 					","11.88"
"Sudhakar Rao "," 						  4.00 					"," 						  28.57 					","3.14284"
"Sarandeep Singh "," 						  15.66 					"," 						  64.38 					","13.9865724"
"Rahul Sanghvi "," 						  4.00 					"," 						  72.72 					","3.67264"
"Aavishkar Salvi "," 						  2.00 					"," 						  28.57 					","1.57142"
"Sreesanth "," 						  4.00 					"," 						  36.36 					","3.23632"
"Virender Sehwag "," 						  35.05 					"," 						  104.33 					","35.5052995"
"RP Singh "," 						  10.40 					"," 						  42.97 					","8.620664"
"Vikram Singh "," 						  8.00 					"," 						  61.53 					","7.07672"
"Sachin Tendulkar "," 						  44.83 					"," 						  86.23 					","42.9780727"
"Manoj Tiwary "," 						  26.09 					"," 						  71.21 					","23.8366067"
"Robin Uthappa "," 						  25.94 					"," 						  90.59 					","25.2077138"
"Prashant Vaidya "," 						  7.50 					"," 						  125.00 					","8.0625"
"Dilip Vengsarkar "," 						  34.73 					"," 						  67.73 					","31.3677887"
"Srinivas Venkataraghavan "," 						  10.80 					"," 						  42.85 					","8.94834"
"Vijay Bharadwaj "," 						  27.20 					"," 						  70.10 					","24.76016"
"Gundappa Viswanath "," 						  19.95 					"," 						  52.89 					","17.1304665"
"Sadanand Viswanath "," 						  9.00 					"," 						  51.79 					","7.69833"
"Vinay Kumar "," 						  9.55 					"," 						  58.90 					","8.372485"
"Venugopal Rao "," 						  24.22 					"," 						  60.05 					","21.317233"
"Ajit Wadekar "," 						  36.50 					"," 						  81.11 					","34.431545"
"Atul Wassan "," 						  8.25 					"," 						  58.92 					","7.23327"
"Jai Prakash Yadav "," 						  20.25 					"," 						  65.85 					","18.1753875"
"Vijay Yadav "," 						  11.80 					"," 						  101.72 					","11.860888"
"Yashpal Sharma "," 						  28.48 					"," 						  63.02 					","25.3204288"
"Yograj Singh "," 						  0.50 					"," 						  8.33 					","0.362495"
"Yuvraj Singh "," 						  36.55 					"," 						  87.67 					","35.1980155"
"Varun Aaron "," 						  8.00 					"," 						  53.33 					","6.87992"
"Umesh Yadav "," 						  8.77 					"," 						  59.84 					","7.7133904"
"Karun Nair "," 						  23.00 					"," 						  52.27 					","19.70663"
"Lokesh Rahul "," 						  35.42 					"," 						  80.78 					","33.3776828"
"Yuzvendra Chahal "," 						  1.00 					"," 						  9.09 					","0.72727"
"Mohammed Shami "," 						  10.54 					"," 						  87.21 					","10.1355802"
"Mohit Sharma "," 						  7.75 					"," 						  46.96 					","6.51682"
"Gurkeerat Singh Mann "," 						  6.50 					"," 						  100.00 					","6.5"
"Axar Patel "," 						  12.92 					"," 						  95.26 					","12.7362776"
"Kuldeep Yadav "," 						  11.50 					"," 						  62.16 					","10.19452"
"Hardik Pandya "," 						  29.90 					"," 						  115.86 					","31.322642"
"Jasprit Bumrah "," 						  3.66 					"," 						  35.48 					","2.9515704"
"Shreyas Iyer "," 						  42.00 					"," 						  96.33 					","41.53758"
