Player Name,Batting Average,Batting Strike rate,Batting Rating Points
"Michael Di Venuto "," 						  26.77 					"," 						  85.76 					","25.6263856"
"Tony Dodemaide "," 						  13.77 					"," 						  77.98 					","12.8603538"
"Greg Dyer "," 						  15.81 					"," 						  76.65 					","14.7025095"
"Geoff Dymock "," 						  11.66 					"," 						  42.68 					","9.6549464"
"John Dyson "," 						  32.82 					"," 						  48.61 					","27.7601406"
"Xavier Doherty "," 						  14.42 					"," 						  54.89 					","12.4685414"
"Ashton Agar "," 						  7.00 					"," 						  63.63 					","6.23623"
"Brett Dorey "," 						  2.00 					"," 						  25.00 					","1.55"
"Ross Edwards "," 						  36.42 					"," 						  73.06 					","33.4765356"
"Wally Edwards "," 						  2.00 					"," 						  14.28 					","1.48568"
"Matthew Elliott "," 						  1.00 					"," 						  16.66 					","0.74998"
"Callum Ferguson "," 						  41.43 					"," 						  85.32 					","39.6054228"
"Damien Fleming "," 						  11.69 					"," 						  68.77 					","10.5947639"
"Travis Head "," 						  36.68 					"," 						  87.71 					","35.3276084"
"Aaron Finch "," 						  38.55 					"," 						  90.09 					","37.4039085"
"Dave Gilbert "," 						  7.80 					"," 						  38.23 					","6.354582"
"Adam Gilchrist "," 						  35.89 					"," 						  96.94 					","35.5605298"
"Jason Gillespie "," 						  12.56 					"," 						  78.53 					","11.7510104"
"Gary Gilmour "," 						  42.00 					"," 						  107.69 					","42.96894"
"Shaun Graf "," 						  4.00 					"," 						  48.00 					","3.376"
"Chris Tremain "," 						  23.00 					"," 						  62.16 					","20.38904"
"Brad Haddin "," 						  31.53 					"," 						  84.24 					","30.0392616"
"Hilton Cartwright "," 						  1.00 					"," 						  8.69 					","0.72607"
"Nathan Hauritz "," 						  22.40 					"," 						  96.27 					","22.149344"
"Ian Harvey "," 						  17.87 					"," 						  88.16 					","17.2352576"
"Shane Harwood "," 						  0.00 					"," 						  0.00 					","0.0"
"Matthew Hayden "," 						  43.80 					"," 						  78.96 					","41.035344"
"Ian Healy "," 						  21.00 					"," 						  83.84 					","19.98192"
"Andrew Hilditch "," 						  28.25 					"," 						  47.47 					","23.7980825"
"Brad Hodge "," 						  30.26 					"," 						  87.51 					","29.1261578"
"Tom Hogan "," 						  9.00 					"," 						  75.78 					","8.34606"
"Brad Hogg "," 						  20.25 					"," 						  78.68 					","18.95481"
"Rodney Hogg "," 						  9.13 					"," 						  63.13 					","8.1201307"
"David Hookes "," 						  24.29 					"," 						  72.07 					","22.2547409"
"James Hopes "," 						  25.01 					"," 						  93.71 					","24.5380613"
"Kim Hughes "," 						  24.00 					"," 						  67.42 					","21.65424"
"Merv Hughes "," 						  11.11 					"," 						  74.62 					","10.2640846"
"David Hussey "," 						  32.65 					"," 						  90.70 					","31.739065"
"Ryan Harris "," 						  8.00 					"," 						  100.00 					","8.0"
"Michael Hussey "," 						  48.15 					"," 						  87.16 					","46.295262"
"Ben Hilfenhaus "," 						  9.66 					"," 						  42.02 					","7.9797396"
"Moises Henriques "," 						  9.00 					"," 						  68.06 					","8.13762"
"Terry Jenner "," 						  12.00 					"," 						  48.00 					","10.128"
"Mitchell Johnson "," 						  16.11 					"," 						  96.35 					","15.9335955"
"Dean Jones "," 						  44.61 					"," 						  72.56 					","40.9377048"
"Brendon Julian "," 						  13.17 					"," 						  89.60 					","12.759096"
"Phil Jaques "," 						  20.83 					"," 						  71.02 					","19.0190398"
"Michael Kasprowicz "," 						  18.50 					"," 						  83.14 					","17.56427"
"Simon Katich "," 						  35.78 					"," 						  68.74 					","32.4245516"
"Martin Kent "," 						  19.50 					"," 						  58.64 					","17.08044"
"Robbie Kerr "," 						  32.33 					"," 						  61.00 					","28.54739"
"Jason Krejza "," 						  13.00 					"," 						  56.52 					","11.30428"
"Bruce Laird "," 						  29.70 					"," 						  53.75 					","25.579125"
"Justin Langer "," 						  32.00 					"," 						  88.88 					","30.93248"
"Trevor Laughlin "," 						  26.25 					"," 						  65.62 					","23.542575"
"Bill Lawry "," 						  27.00 					"," 						  55.10 					","23.3631"
"Geoff Lawson "," 						  11.11 					"," 						  75.60 					","10.296748"
"Stuart Law "," 						  26.89 					"," 						  75.28 					","24.8958376"
"Brett Lee "," 						  17.81 					"," 						  83.58 					","16.9326794"
"Shane Lee "," 						  17.66 					"," 						  95.40 					","17.416292"
"Darren Lehmann "," 						  38.96 					"," 						  81.34 					","36.7790192"
"Dennis Lillee "," 						  9.23 					"," 						  75.00 					","8.53775"
"Stuart MacGill "," 						  1.00 					"," 						  33.33 					","0.79999"
"John Maclean "," 						  11.00 					"," 						  33.33 					","8.79989"
"Ken MacLeay "," 						  12.63 					"," 						  81.76 					","11.9388864"
"John Maguire "," 						  7.00 					"," 						  59.15 					","6.14215"
"Jimmy Maher "," 						  25.76 					"," 						  65.08 					","23.0613824"
"Ashley Mallett "," 						  7.00 					"," 						  38.88 					","5.71648"
"Mick Malone "," 						  9.00 					"," 						  57.14 					","7.84278"
"Graham Manou "," 						  7.00 					"," 						  116.66 					","7.34986"
"Geoff Marsh "," 						  39.97 					"," 						  55.93 					","34.6855663"
"Rod Marsh "," 						  20.08 					"," 						  82.26 					","19.0113424"
"Damien Martyn "," 						  40.80 					"," 						  77.73 					","38.074152"
"Greg Matthews "," 						  16.72 					"," 						  67.94 					","15.1118704"
"Tim May "," 						  9.75 					"," 						  75.00 					","9.01875"
"Rick McCosker "," 						  22.85 					"," 						  51.36 					","19.515728"
"Rod McCurdy "," 						  8.25 					"," 						  46.47 					","6.9251325"
"Craig McDermott "," 						  7.08 					"," 						  87.80 					","6.820872"
"Glenn McGrath "," 						  3.83 					"," 						  48.72 					","3.2407928"
"Tom Moody "," 						  23.28 					"," 						  69.31 					","21.1366104"
"Jeff Moss "," 						  7.00 					"," 						  43.75 					","5.81875"
"Shaun Marsh "," 						  37.92 					"," 						  77.64 					","35.3763264"
"Clint McKay "," 						  9.04 					"," 						  56.37 					","7.8567544"
"Marcus North "," 						  3.00 					"," 						  31.57 					","2.38413"
"Dirk Nannes "," 						  1.00 					"," 						  50.00 					","0.85"
"Simon O'Donnell "," 						  25.34 					"," 						  80.96 					","23.8925792"
"Kerry O'Keeffe "," 						  16.00 					"," 						  42.10 					","13.2208"
"Len Pascoe "," 						  9.75 					"," 						  38.23 					","7.9432275"
"Wayne Phillips "," 						  24.34 					"," 						  85.71 					","23.2965442"
"Ricky Ponting "," 						  42.03 					"," 						  80.39 					","39.5573751"
"Graeme Porter "," 						  3.00 					"," 						  33.33 					","2.39997"
"Tim Paine "," 						  31.62 					"," 						  70.52 					","28.8235272"
"Carl Rackemann "," 						  2.83 					"," 						  44.15 					","2.3558335"
"Ian Redpath "," 						  9.20 					"," 						  68.65 					","8.33474"
"Bruce Reid "," 						  3.76 					"," 						  41.88 					","3.1044064"
"Paul Reiffel "," 						  13.97 					"," 						  70.94 					","12.7520954"
"Greg Ritchie "," 						  27.40 					"," 						  64.84 					","24.509848"
"Steve Rixon "," 						  13.33 					"," 						  40.81 					","10.9629919"
"Gavin Robertson "," 						  15.00 					"," 						  81.81 					","14.18145"
"Richie Robinson "," 						  41.00 					"," 						  57.34 					","35.75282"
"Luke Ronchi "," 						  23.67 					"," 						  114.50 					","24.699645"
"Craig Serjeant "," 						  24.33 					"," 						  46.20 					","20.403138"
"Paul Sheahan "," 						  25.00 					"," 						  60.48 					","22.036"
"Jamie Siddons "," 						  32.00 					"," 						  86.48 					","30.70208"
"Bob Simpson "," 						  18.00 					"," 						  67.92 					","16.26768"
"Michael Slater "," 						  24.07 					"," 						  60.40 					","21.210484"
"Steve Smith "," 						  39.13 					"," 						  65.27 					","35.0530453"
"Keith Stackpole "," 						  37.33 					"," 						  57.88 					","32.6129812"
"Anthony Stuart "," 						  1.00 					"," 						  14.28 					","0.74284"
"Andrew Symonds "," 						  39.75 					"," 						  92.44 					","38.84847"
"Peter Siddle "," 						  10.50 					"," 						  116.66 					","11.02479"
"Mark Taylor "," 						  32.23 					"," 						  59.46 					","28.3101874"
"Peter Taylor "," 						  19.86 					"," 						  74.95 					","18.367521"
"Jeff Thomson "," 						  7.54 					"," 						  64.64 					","6.7401568"
"Peter Toohey "," 						  52.50 					"," 						  78.94 					","49.18305"
"Glenn Trimble "," 						  4.00 					"," 						  80.00 					","3.76"
"Alan Turner "," 						  41.16 					"," 						  79.93 					","38.6817564"
"Shaun Tait "," 						  12.50 					"," 						  86.20 					","11.9825"
"Mike Veletta "," 						  32.26 					"," 						  75.38 					","29.8772764"
"Adam Voges "," 						  45.78 					"," 						  87.17 					","44.0179278"
"Max Walker "," 						  9.87 					"," 						  46.47 					","8.2849767"
"Doug Walters "," 						  28.50 					"," 						  70.08 					","25.94184"
"Shane Warne "," 						  13.05 					"," 						  72.04 					","11.955366"
"Graeme Watson "," 						  11.00 					"," 						  68.75 					","9.96875"
"Shane Watson "," 						  40.54 					"," 						  90.44 					","39.3773128"
"Mark Waugh "," 						  39.35 					"," 						  76.90 					","36.623045"
"Steve Waugh "," 						  32.90 					"," 						  75.91 					","30.522317"
"Dirk Wellham "," 						  25.26 					"," 						  54.22 					","21.7907916"
"Dav Whatmore "," 						  2.00 					"," 						  33.33 					","1.59998"
"Mike Whitney "," 						  6.66 					"," 						  44.44 					","5.5499112"
"Julien Wiener "," 						  20.00 					"," 						  43.20 					","16.592"
"Brad Williams "," 						  13.50 					"," 						  58.69 					","11.826945"
"Paul Wilson "," 						  1.33 					"," 						  30.76 					","1.0537324"
"Ashley Woodcock "," 						  53.00 					"," 						  79.10 					","49.6769"
"Graeme Wood "," 						  33.62 					"," 						  59.57 					","29.5422302"
"Roger Woolley "," 						  31.00 					"," 						  81.57 					","29.28601"
"Kevin Wright "," 						  14.50 					"," 						  55.76 					","12.57556"
"Sam Heazlett "," 						  4.00 					"," 						  36.36 					","3.23632"
"Cameron White "," 						  33.96 					"," 						  80.12 					","31.9346256"
"Graham Yallop "," 						  39.19 					"," 						  63.89 					","34.9445473"
"Bruce Yardley "," 						  14.50 					"," 						  59.18 					","12.72433"
"Brad Young "," 						  15.50 					"," 						  65.95 					","13.916675"
"Tim Zoehrer "," 						  10.83 					"," 						  71.03 					","9.8887647"
