Player Name,Batting Average,Batting Strike rate,Batting Rating Points
"Daryll Cullinan "," 						  32.99 					"," 						  70.28 					","30.0486116"
"Alan Dawson "," 						  23.00 					"," 						  102.98 					","23.20562"
"Fanie de Villiers "," 						  8.09 					"," 						  77.98 					","7.5555746"
"Boeta Dippenaar "," 						  42.23 					"," 						  67.78 					","38.1480482"
"Allan Donald "," 						  4.31 					"," 						  34.05 					","3.4572665"
"Henry Davids "," 						  4.00 					"," 						  33.33 					","3.19996"
"Faf du Plessis "," 						  44.68 					"," 						  88.30 					","43.111732"
"Jean-Paul Duminy "," 						  36.95 					"," 						  83.16 					","35.083286"
"AB de Villiers "," 						  53.50 					"," 						  101.09 					","53.674945"
"Steve Elworthy "," 						  12.50 					"," 						  62.50 					","11.09375"
"Herschelle Gibbs "," 						  36.13 					"," 						  83.26 					","34.3155514"
"Andrew Hall "," 						  21.04 					"," 						  75.04 					","19.4645248"
"Nantie Hayward "," 						  3.00 					"," 						  42.85 					","2.48565"
"Omar Henry "," 						  10.00 					"," 						  76.92 					","9.3076"
"Andrew Hudson "," 						  29.41 					"," 						  64.62 					","26.2884226"
"Colin Ingram "," 						  32.42 					"," 						  82.32 					","30.7004432"
"Steven Jack "," 						  3.50 					"," 						  87.50 					","3.36875"
"Jacques Kallis "," 						  44.36 					"," 						  72.89 					","40.7522012"
"Justin Kemp "," 						  31.50 					"," 						  83.12 					","29.90484"
"Gary Kirsten "," 						  40.95 					"," 						  72.04 					","37.515114"
"Peter Kirsten "," 						  38.02 					"," 						  56.02 					","33.0036412"
"Lance Klusener "," 						  41.10 					"," 						  89.91 					","39.855903"
"Louis Koen "," 						  16.40 					"," 						  48.52 					","13.867184"
"Adrian Kuiper "," 						  33.68 					"," 						  81.41 					","31.8016664"
"Garnett Kruger "," 						  0.00 					"," 						  0.00 					","0.0"
"Rory Kleinveldt "," 						  15.00 					"," 						  84.67 					","14.31015"
"Charl Langeveldt "," 						  6.63 					"," 						  58.87 					","5.8119243"
"Gerhardus Liebenberg "," 						  23.50 					"," 						  47.23 					","19.779715"
"Johann Louw "," 						  23.00 					"," 						  328.57 					","38.77133"
"Craig Matthews "," 						  10.84 					"," 						  69.80 					","9.857896"
"Neil McKenzie "," 						  37.51 					"," 						  69.40 					","34.066582"
"Brian McMillan "," 						  23.36 					"," 						  73.32 					","21.4902656"
"Albie Morkel "," 						  23.69 					"," 						  100.25 					","23.7077675"
"Ryan McLaren "," 						  18.65 					"," 						  71.32 					","17.045354"
"Morne Morkel "," 						  9.24 					"," 						  75.70 					","8.566404"
"Andre Nel "," 						  12.70 					"," 						  76.50 					","11.80465"
"Makhaya Ntini "," 						  8.65 					"," 						  66.77 					","7.7876815"
"Justin Ontong "," 						  13.14 					"," 						  68.91 					","11.9144322"
"Steve Palframan "," 						  13.75 					"," 						  68.75 					","12.4609375"
"Robin Peterson "," 						  20.59 					"," 						  80.81 					","19.4046337"
"Shaun Pollock "," 						  26.45 					"," 						  86.69 					","25.3938515"
"Nic Pothas "," 						  24.00 					"," 						  58.53 					","21.01416"
"Ashwell Prince "," 						  35.10 					"," 						  67.77 					","31.706181"
"Meyrick Pringle "," 						  9.60 					"," 						  85.71 					","9.188448"
"Andrew Puttick "," 						  0.00 					"," 						  0.00 					","0.0"
"Alviro Petersen "," 						  28.00 					"," 						  82.62 					","26.54008"
"Aaron Phangiso "," 						  7.36 					"," 						  50.00 					","6.256"
"Vernon Philander "," 						  12.58 					"," 						  70.89 					","11.4813886"
"Jonty Rhodes "," 						  35.11 					"," 						  80.90 					","33.098197"
"Clive Rice "," 						  13.00 					"," 						  70.27 					","11.84053"
"David Richardson "," 						  19.72 					"," 						  66.87 					","17.7600292"
"Mike Rindel "," 						  27.38 					"," 						  66.86 					","24.6578804"
"Dave Rundle "," 						  3.00 					"," 						  54.54 					","2.59086"
"Mark Rushmere "," 						  19.50 					"," 						  44.82 					","16.27197"
"Jacques Rudolph "," 						  35.57 					"," 						  68.05 					","32.1606155"
"Tim Shaw "," 						  13.00 					"," 						  74.28 					","11.99692"
"Eric Simons "," 						  15.50 					"," 						  73.55 					","14.270075"
"Richard Snell "," 						  16.10 					"," 						  97.57 					","15.982631"
"Errol Stewart "," 						  15.25 					"," 						  52.58 					","13.080535"
"Rudi Steyn "," 						  4.00 					"," 						  28.57 					","3.14284"
"Pieter Strydom "," 						  9.60 					"," 						  51.06 					","8.190528"
"Pat Symcox "," 						  16.92 					"," 						  83.61 					","16.0880436"
"Graeme Smith "," 						  37.98 					"," 						  80.81 					","35.7934914"
"Dale Steyn "," 						  8.27 					"," 						  64.64 					","7.3927184"
"Roger Telemachus "," 						  6.08 					"," 						  77.65 					","5.672336"
"David Terbrugge "," 						  5.00 					"," 						  35.71 					","4.03565"
"Lonwabo Tsotsobe "," 						  7.00 					"," 						  51.37 					","5.97877"
"Johan van der Wath "," 						  14.83 					"," 						  127.14 					","16.0374586"
"Martin van Jaarsveld "," 						  20.66 					"," 						  73.37 					","19.0094726"
"Morne van Wyk "," 						  26.56 					"," 						  68.88 					","24.0803584"
"Corrie van Zyl "," 						  3.00 					"," 						  27.27 					","2.34543"
"Vaughn van Jaarsveld "," 						  4.50 					"," 						  60.00 					","3.96"
"Roelof van der Merwe "," 						  9.75 					"," 						  95.12 					","9.60726"
"Kepler Wessels "," 						  34.35 					"," 						  55.30 					","29.743665"
"Henry Williams "," 						  8.00 					"," 						  72.72 					","7.34528"
"Charl Willoughby "," 						  0.00 					"," 						  0.00 					","0.0"
"Mandy Yachad "," 						  31.00 					"," 						  40.25 					","25.44325"
"Monde Zondeki "," 						  4.00 					"," 						  80.00 					","3.76"
"Andile Phehlukwayo "," 						  32.14 					"," 						  99.55 					","32.096611"
"Lungi Ngidi "," 						  10.00 					"," 						  111.11 					","10.3333"
"Kagiso Rabada "," 						  16.09 					"," 						  80.09 					","15.1289443"
"Aiden Markram "," 						  27.57 					"," 						  88.12 					","26.5874052"
"Willem Mulder "," 						  2.00 					"," 						  50.00 					","1.7"
