Player Name,Batting Average,Batting Strike rate,Batting Rating Points
"Maqsood Rana "," 						  5.00 					"," 						  38.46 					","4.0769"
"Masood Iqbal "," 						  2.00 					"," 						  100.00 					","2.0"
"Mohammad Akram "," 						  7.00 					"," 						  41.17 					","5.76457"
"Mohammad Hussain "," 						  30.80 					"," 						  113.23 					","32.022452"
"Mohammad Wasim "," 						  23.60 					"," 						  52.06 					","20.205848"
"Mohammad Zahid "," 						  7.50 					"," 						  68.18 					","6.78405"
"Mohsin Kamal "," 						  9.00 					"," 						  67.50 					","8.1225"
"Mohsin Khan "," 						  26.81 					"," 						  55.64 					","23.2421252"
"Moin-ul-Atiq "," 						  39.80 					"," 						  71.32 					","36.375608"
"Moin Khan "," 						  23.00 					"," 						  81.30 					","21.7097"
"Mudassar Nazar "," 						  25.26 					"," 						  51.71 					","21.6005838"
"Mujahid Jamshed "," 						  13.50 					"," 						  50.00 					","11.475"
"Mushtaq Ahmed "," 						  9.50 					"," 						  57.16 					","8.27906"
"Mushtaq Mohammad "," 						  34.83 					"," 						  59.20 					","30.566808"
"Mohammad Sami "," 						  11.62 					"," 						  64.08 					","10.3678288"
"Misbah-ul-Haq "," 						  43.40 					"," 						  73.75 					","39.98225"
"Mohammad Asif "," 						  3.77 					"," 						  34.00 					","3.02354"
"Mohammad Hafeez "," 						  32.83 					"," 						  75.60 					","30.426844"
"Mohammad Salman "," 						  11.00 					"," 						  56.41 					","9.56153"
"Majid Khan "," 						  37.42 					"," 						  74.71 					","34.5809446"
"Mansoor Amjad "," 						  5.00 					"," 						  50.00 					","4.25"
"Nadeem Ghauri "," 						  14.00 					"," 						  56.00 					","12.152"
"Nadeem Khan "," 						  2.00 					"," 						  66.66 					","1.79996"
"Naeem Ashraf "," 						  24.00 					"," 						  55.81 					","20.81832"
"Nasim-ul-Ghani "," 						  1.00 					"," 						  12.50 					","0.7375"
"Naumanullah "," 						  5.00 					"," 						  125.00 					","5.375"
"Naved Anjum "," 						  12.55 					"," 						  73.37 					","11.5473805"
"Naved Latif "," 						  23.81 					"," 						  62.82 					","21.1542326"
"Najaf Shah "," 						  0.00 					"," 						  0.00 					","0.0"
"Naved-ul-Hasan "," 						  15.87 					"," 						  84.51 					","15.1325211"
"Nasir Jamshed "," 						  31.51 					"," 						  75.38 					","29.1826714"
"Pervez Mir "," 						  13.00 					"," 						  59.09 					","11.40451"
"Qasim Umar "," 						  22.92 					"," 						  57.06 					","19.9674456"
"Ramiz Raja "," 						  32.09 					"," 						  63.31 					","28.5578537"
"Rashid Khan "," 						  13.75 					"," 						  63.58 					","12.247675"
"Rashid Latif "," 						  19.42 					"," 						  76.39 					","18.0444814"
"Rizwan-uz-Zaman "," 						  6.66 					"," 						  15.50 					","4.97169"
"Saadat Ali "," 						  30.66 					"," 						  53.95 					","26.424321"
"Sadiq Mohammad "," 						  21.27 					"," 						  50.72 					","18.1254432"
"Saeed Anwar "," 						  39.21 					"," 						  80.67 					","36.9362121"
"Saeed Azad "," 						  16.25 					"," 						  49.61 					","13.7934875"
"Sajid Ali "," 						  10.83 					"," 						  44.36 					","9.0222564"
"Sajjad Akbar "," 						  5.00 					"," 						  55.55 					","4.33325"
"Saleem Altaf "," 						  25.00 					"," 						  47.16 					","21.037"
"Saleem Elahi "," 						  36.72 					"," 						  71.31 					","33.5595096"
"Saleem Malik "," 						  32.88 					"," 						  76.41 					","30.5530824"
"Saleem Pervez "," 						  18.00 					"," 						  46.15 					","15.0921"
"Saleem Yousuf "," 						  17.86 					"," 						  75.00 					","16.5205"
"Saqlain Mushtaq "," 						  11.85 					"," 						  49.58 					","10.057569"
"Sarfraz Nawaz "," 						  9.60 					"," 						  64.05 					","8.56464"
"Shabbir Ahmed "," 						  1.66 					"," 						  34.48 					","1.3337104"
"Shadab Kabir "," 						  0.00 					"," 						  0.00 					","0.0"
"Shafiq Ahmed "," 						  13.66 					"," 						  45.05 					","11.408149"
"Shahid Afridi "," 						  23.57 					"," 						  117.00 					","24.77207"
"Shahid Anwar "," 						  37.00 					"," 						  84.09 					","35.23399"
"Shahid Mahboob "," 						  23.80 					"," 						  61.34 					","21.039676"
"Shahid Nazir "," 						  25.00 					"," 						  58.13 					","21.85975"
"Shahid Saeed "," 						  14.10 					"," 						  44.62 					","11.757426"
"Shakeel Ahmed "," 						  30.50 					"," 						  47.65 					","25.709975"
"Shakeel Khan "," 						  0.00 					"," 						  0.00 					","0.0"
"Shoaib Akhtar "," 						  8.95 					"," 						  73.23 					","8.2312255"
"Shoaib Malik "," 						  35.22 					"," 						  81.77 					","33.2938182"
"Shoaib Mohammad "," 						  24.40 					"," 						  50.92 					","20.807344"
"Sikander Bakht "," 						  7.75 					"," 						  31.95 					","6.1678375"
"Sohail Fazal "," 						  28.00 					"," 						  94.91 					","27.57244"
"Salman Butt "," 						  36.82 					"," 						  76.28 					","34.1998888"
"Saeed Ajmal "," 						  7.04 					"," 						  60.56 					","6.2070272"
"Saleem Jaffar "," 						  18.00 					"," 						  49.31 					","15.26274"
"Mohammad Irfan "," 						  4.00 					"," 						  32.21 					","3.18652"
"Sohail Tanvir "," 						  13.75 					"," 						  87.11 					","13.2182875"
"Sohaib Maqsood "," 						  31.95 					"," 						  83.42 					","30.360807"
"Tahir Naqqash "," 						  15.00 					"," 						  86.77 					","14.40465"
"Tanvir Mehdi "," 						  0.00 					"," 						  0.00 					","0.0"
"Taslim Arif "," 						  14.00 					"," 						  48.27 					","11.82734"
"Tauseef Ahmed "," 						  10.54 					"," 						  53.70 					","9.075994"
"Tanvir Ahmed "," 						  18.00 					"," 						  150.00 					","20.7"
"Taufeeq Umar "," 						  24.00 					"," 						  56.31 					","20.85432"
"Aamer Yamin "," 						  95.00 					"," 						  98.95 					","94.70075"
"Umar Gul "," 						  9.72 					"," 						  71.18 					","8.8796088"
"Wajahatullah Wasti "," 						  23.26 					"," 						  48.94 					","19.6970332"
"Waqar Younis "," 						  10.30 					"," 						  67.05 					","9.281845"
"Wasim Akram "," 						  16.52 					"," 						  88.33 					","15.9416348"
"Wasim Bari "," 						  17.00 					"," 						  51.27 					","14.51477"
"Wasim Haider "," 						  13.00 					"," 						  37.14 					","10.54846"
"Wasim Raja "," 						  22.34 					"," 						  66.95 					","20.124989"
"Wahab Riaz "," 						  13.69 					"," 						  82.37 					","12.9659359"
"Younis Ahmed "," 						  42.00 					"," 						  55.62 					","36.40812"
"Mohammad Yousuf "," 						  41.71 					"," 						  75.10 					","38.594263"
"Younis Khan "," 						  31.24 					"," 						  75.29 					","28.9241788"
"Yasir Arafat "," 						  14.80 					"," 						  67.27 					","13.346788"
"Yasir Hameed "," 						  36.87 					"," 						  66.95 					","33.2143395"
"Yasir Shah "," 						  17.00 					"," 						  89.47 					","16.46297"
"Zafar Iqbal "," 						  8.00 					"," 						  77.41 					","7.45784"
"Zaheer Abbas "," 						  47.62 					"," 						  84.80 					","45.448528"
"Zahid Ahmed "," 						  3.00 					"," 						  23.07 					","2.30763"
"Zahid Fazal "," 						  23.20 					"," 						  59.58 					","20.386768"
"Zahoor Elahi "," 						  22.84 					"," 						  58.57 					","20.0012164"
"Zakir Khan "," 						  27.00 					"," 						  42.85 					","22.37085"
"Zulqarnain "," 						  6.00 					"," 						  60.00 					","5.28"
"Zulqarnain Haider "," 						  24.00 					"," 						  70.58 					","21.88176"
"Zulfiqar Babar "," 						  17.50 					"," 						  87.50 					","16.84375"
"Rumman Raees "," 						  9.00 					"," 						  112.50 					","9.3375"
"Iftikhar Ahmed "," 						  4.00 					"," 						  25.80 					","3.1096"
"Bilal Asif "," 						  13.33 					"," 						  81.63 					","12.5953837"
"Fakhar Zaman "," 						  45.83 					"," 						  94.33 					","45.0504317"
"Sami Aslam "," 						  19.50 					"," 						  66.66 					","17.54961"
"Ehsan Adil "," 						  9.00 					"," 						  64.28 					","8.03556"
"Imam-ul-Haq "," 						  49.66 					"," 						  73.39 					","45.6956422"
"Faheem Ashraf "," 						  15.60 					"," 						  88.63 					","15.067884"
"Hasan Ali "," 						  12.00 					"," 						  103.84 					","12.13824"
"Shadab Khan "," 						  51.50 					"," 						  76.86 					","47.92487"
