Player Name,Batting Average,Batting Strike rate,Batting Rating Points
"Chris Nevin "," 						  20.33 					"," 						  73.20 					","18.695468"
"Rob Nicol "," 						  30.84 					"," 						  75.51 					","28.5741852"
"Shayne O'Connor "," 						  3.42 					"," 						  26.37 					","2.6645562"
"Jacob Oram "," 						  24.09 					"," 						  86.61 					","23.1223047"
"David O'Sullivan "," 						  2.00 					"," 						  40.00 					","1.64"
"Michael Owens "," 						  0.00 					"," 						  0.00 					","0.0"
"Michael Papps "," 						  51.75 					"," 						  60.52 					","45.62073"
"John Parker "," 						  12.40 					"," 						  61.53 					","10.968916"
"Murray Parker "," 						  0.00 					"," 						  0.00 					","0.0"
"Adam Parore "," 						  25.68 					"," 						  68.09 					","23.2216536"
"Dipak Patel "," 						  11.75 					"," 						  71.77 					","10.7548925"
"Andrew Penn "," 						  11.50 					"," 						  69.69 					","10.454305"
"Richard Petrie "," 						  13.00 					"," 						  59.63 					","11.42557"
"Vic Pollard "," 						  33.50 					"," 						  46.20 					","28.0931"
"Mark Priest "," 						  10.30 					"," 						  45.77 					","8.624293"
"Chris Pringle "," 						  8.77 					"," 						  75.39 					","8.1225109"
"Jeetan Patel "," 						  13.57 					"," 						  58.64 					","11.8862344"
"Rodney Redmond "," 						  3.00 					"," 						  27.27 					","2.34543"
"John Reid "," 						  27.52 					"," 						  58.39 					","24.0846784"
"Richard Reid "," 						  27.55 					"," 						  55.35 					","23.8596775"
"Mark Richardson "," 						  10.50 					"," 						  43.29 					","8.713635"
"Gary Robertson "," 						  8.16 					"," 						  102.08 					","8.2109184"
"Andy Roberts "," 						  16.00 					"," 						  66.66 					","14.39968"
"Ken Rutherford "," 						  29.65 					"," 						  64.30 					","26.474485"
"Aaron Redmond "," 						  25.33 					"," 						  58.68 					","22.1900932"
"Jesse Ryder "," 						  33.21 					"," 						  95.31 					","32.7427353"
"Mathew Sinclair "," 						  28.34 					"," 						  62.51 					","25.1526002"
"Ian Smith "," 						  17.29 					"," 						  99.43 					","17.2604341"
"Martin Snedden "," 						  15.28 					"," 						  63.46 					","13.6050064"
"Craig Spearman "," 						  18.72 					"," 						  77.87 					","17.4771792"
"Derek Stirling "," 						  7.00 					"," 						  53.84 					","6.03064"
"Scott Styris "," 						  32.48 					"," 						  79.41 					","30.4737104"
"Murphy Su'a "," 						  4.80 					"," 						  42.85 					","3.97704"
"Glen Sulzberger "," 						  9.00 					"," 						  60.00 					","7.92"
"Shanan Stewart "," 						  6.50 					"," 						  44.06 					","5.40917"
"Alex Tait "," 						  11.66 					"," 						  109.37 					","11.9877626"
"Bruce Taylor "," 						  22.00 					"," 						  52.38 					","18.85708"
"Shane Thomson "," 						  22.95 					"," 						  67.55 					","20.7158175"
"Gary Troup "," 						  25.25 					"," 						  72.14 					","23.139605"
"Daryl Tuffey "," 						  9.51 					"," 						  79.30 					","8.919429"
"Glenn Turner "," 						  47.00 					"," 						  68.05 					","42.49505"
"Roger Twose "," 						  38.81 					"," 						  75.40 					","35.945822"
"Ross Taylor "," 						  46.28 					"," 						  82.87 					","43.9016708"
"Bert Vance "," 						  31.00 					"," 						  51.55 					","26.49415"
"Justin Vaughan "," 						  18.00 					"," 						  62.06 					","15.95124"
"Daniel Vettori "," 						  17.33 					"," 						  82.98 					","16.4451302"
"Graham Vivian "," 						  14.00 					"," 						  46.66 					","11.75972"
"Lou Vincent "," 						  27.11 					"," 						  69.88 					","24.6603404"
"Ken Wadsworth "," 						  28.66 					"," 						  77.24 					","26.7030952"
"Brooke Walker "," 						  15.66 					"," 						  59.49 					","13.7568402"
"Willie Watson "," 						  7.81 					"," 						  47.77 					","6.5862511"
"Peter Webb "," 						  9.50 					"," 						  37.62 					","7.72217"
"David White "," 						  12.33 					"," 						  38.14 					","10.0417986"
"Jeff Wilson "," 						  20.60 					"," 						  91.96 					","20.103128"
"Paul Wiseman "," 						  22.50 					"," 						  54.21 					","19.409175"
"Warren Wisneski "," 						  10.00 					"," 						  58.82 					","8.7646"
"John Wright "," 						  26.46 					"," 						  57.18 					","23.0609484"
"Matthew Walker "," 						  10.00 					"," 						  166.66 					","11.9998"
"Tom Latham "," 						  33.34 					"," 						  81.98 					","31.5376396"
"Luke Woodcock "," 						  14.00 					"," 						  63.63 					","12.47246"
"BJ Watling "," 						  24.91 					"," 						  68.37 					","22.5462901"
"Bryan Young "," 						  24.52 					"," 						  61.03 					","21.6533668"
"Peter Ingram "," 						  27.57 					"," 						  81.09 					","26.0059539"
"Mark Chapman "," 						  40.00 					"," 						  91.95 					","39.034"
"Dean Brownlie "," 						  25.78 					"," 						  74.27 					","23.7900418"
"Grant Elliott "," 						  34.06 					"," 						  81.78 					","32.1982804"
"Adam Milne "," 						  16.80 					"," 						  101.81 					","16.891224"
"Lockie Ferguson "," 						  8.00 					"," 						  44.94 					","6.67856"
"Mitchell Santner "," 						  28.55 					"," 						  91.13 					","27.7902845"
"Matt Henry "," 						  18.88 					"," 						  98.83 					","18.8137312"
"Henry Nicholls "," 						  33.05 					"," 						  85.12 					","31.574648"
"Colin de Grandhomme "," 						  35.36 					"," 						  109.26 					","36.3423008"
"Ish Sodhi "," 						  2.16 					"," 						  31.70 					","1.717416"
"Luke Ronchi "," 						  23.67 					"," 						  114.50 					","24.699645"
