Player Name,Batting Average,Batting Strike rate,Batting Rating Points
"Brian Lara "," 						  40.48 					"," 						  79.51 					","37.9916944"
"Rawl Lewis "," 						  18.18 					"," 						  79.29 					","17.0504766"
"Clive Lloyd "," 						  39.54 					"," 						  81.22 					","37.3123164"
"Gus Logie "," 						  28.95 					"," 						  73.90 					","26.683215"
"Jermaine Lawson "," 						  6.00 					"," 						  112.50 					","6.225"
"Malcolm Marshall "," 						  14.92 					"," 						  76.64 					","13.8744064"
"Everton Mattis "," 						  43.00 					"," 						  45.26 					","35.93854"
"Neil McGarrell "," 						  7.50 					"," 						  61.22 					","6.62745"
"Nixon McLean "," 						  12.07 					"," 						  81.98 					","11.4174958"
"Ezra Moseley "," 						  1.75 					"," 						  46.66 					","1.469965"
"David Murray "," 						  9.00 					"," 						  32.14 					","7.16778"
"Deryck Murray "," 						  24.50 					"," 						  62.82 					","21.76727"
"Junior Murray "," 						  22.60 					"," 						  72.98 					","20.768044"
"Runako Morton "," 						  33.75 					"," 						  66.36 					","30.34395"
"Nikita Miller "," 						  20.28 					"," 						  79.10 					","19.008444"
"Xavier Marshall "," 						  17.85 					"," 						  68.80 					","16.17924"
"Mahendra Nagamootoo "," 						  13.50 					"," 						  60.00 					","11.88"
"Derick Parry "," 						  15.25 					"," 						  79.22 					","14.299315"
"Patrick Patterson "," 						  8.80 					"," 						  43.56 					","7.309984"
"Thelston Payne "," 						  31.50 					"," 						  52.50 					","27.01125"
"Nehemiah Perry "," 						  26.50 					"," 						  62.35 					","23.506825"
"Norbert Phillip "," 						  0.00 					"," 						  0.00 					","0.0"
"Ricardo Powell "," 						  24.82 					"," 						  96.66 					","24.5713036"
"Brenton Parchment "," 						  17.42 					"," 						  56.22 					","15.1320572"
"Daren Powell "," 						  5.36 					"," 						  71.95 					","4.908956"
"Dinanath Ramnarine "," 						  1.66 					"," 						  38.46 					","1.3535308"
"Floyd Reifer "," 						  14.62 					"," 						  51.09 					","12.4748074"
"Sir Richie Richardson "," 						  33.41 					"," 						  63.74 					","29.7756602"
"Sir Viv Richards "," 						  47.00 					"," 						  90.20 					","45.6182"
"Sir Andy Roberts "," 						  10.04 					"," 						  64.70 					","8.976764"
"Franklyn Rose "," 						  12.05 					"," 						  81.88 					","11.394962"
"Lawrence Rowe "," 						  17.00 					"," 						  55.73 					","14.74223"
"Dale Richards "," 						  25.57 					"," 						  71.31 					","23.3691901"
"Ravi Rampaul "," 						  12.48 					"," 						  76.69 					","11.6072736"
"Ryan Ramdass "," 						  1.00 					"," 						  11.11 					","0.73333"
"Denesh Ramdin "," 						  25.00 					"," 						  80.35 					","23.52625"
"Austin Richards "," 						  2.00 					"," 						  100.00 					","2.0"
"Robert Samuels "," 						  18.00 					"," 						  85.71 					","17.22834"
"Keith Semple "," 						  10.66 					"," 						  38.78 					","8.7021844"
"Irvine Shillingford "," 						  15.00 					"," 						  78.94 					","14.0523"
"Phil Simmons "," 						  28.93 					"," 						  67.96 					","26.1492484"
"Sir Garry Sobers "," 						  0.00 					"," 						  0.00 					","0.0"
"Devon Smith "," 						  24.62 					"," 						  70.31 					","22.4270966"
"Ramnaresh Sarwan "," 						  42.67 					"," 						  75.74 					","39.5644774"
"Marlon Samuels "," 						  33.77 					"," 						  75.49 					","31.2868919"
"Darren Sammy "," 						  24.94 					"," 						  100.05 					","24.943741"
"Lendl Simmons "," 						  31.58 					"," 						  73.05 					","29.026757"
"Dwayne Smith "," 						  18.57 					"," 						  92.69 					","18.1627599"
"Patterson Thompson "," 						  2.00 					"," 						  28.57 					","1.57142"
"Gavin Tonge "," 						  5.00 					"," 						  62.50 					","4.4375"
"Jerome Taylor "," 						  8.42 					"," 						  86.06 					","8.0678756"
"Philo Wallace "," 						  21.24 					"," 						  60.90 					","18.748548"
"Courtney Walsh "," 						  6.97 					"," 						  71.17 					","6.3671647"
"David Williams "," 						  9.18 					"," 						  60.74 					","8.0987796"
"Laurie Williams "," 						  11.27 					"," 						  66.66 					","10.1427746"
"Stuart Williams "," 						  32.36 					"," 						  66.02 					","29.0612216"
"Miguel Cummins "," 						  5.00 					"," 						  37.03 					","4.05545"
"Shai Hope "," 						  37.77 					"," 						  66.53 					","33.9775143"
"Shimron Hetmyer "," 						  30.22 					"," 						  96.45 					","29.898157"
"Alzarri Joseph "," 						  24.66 					"," 						  77.89 					","23.0243022"
"Keemo Paul "," 						  10.50 					"," 						  67.74 					","9.48381"
"Brendan Nash "," 						  26.00 					"," 						  73.75 					","23.9525"
"Rovman Powell "," 						  26.38 					"," 						  85.43 					","25.2269302"
