Player Name,Batting Average,Batting Strike rate,Batting Rating Points
"Andrew Flintoff "," 						  32.01 					"," 						  88.82 					","30.9363846"
"James Foster "," 						  13.66 					"," 						  57.74 					","11.9281852"
"Neil Foster "," 						  11.53 					"," 						  61.47 					","10.1972473"
"Graeme Fowler "," 						  31.00 					"," 						  56.32 					","26.93776"
"Paul Franks "," 						  4.00 					"," 						  23.52 					","3.08224"
"Angus Fraser "," 						  12.81 					"," 						  67.78 					","11.5717854"
"Bruce French "," 						  6.80 					"," 						  47.88 					","5.736752"
"Mike Gatting "," 						  29.50 					"," 						  70.58 					","26.89633"
"Norman Gifford "," 						  0.00 					"," 						  0.00 					","0.0"
"Ashley Giles "," 						  17.50 					"," 						  69.87 					","15.918175"
"Graham Gooch "," 						  36.98 					"," 						  61.88 					","32.7509672"
"Darren Gough "," 						  12.42 					"," 						  64.30 					","11.089818"
"Ian Gould "," 						  12.91 					"," 						  63.78 					","11.5071994"
"David Gower "," 						  30.77 					"," 						  75.15 					","28.4760965"
"Paul Grayson "," 						  3.00 					"," 						  46.15 					","2.51535"
"Tony Greig "," 						  16.81 					"," 						  71.16 					","15.3555988"
"John Hampshire "," 						  24.00 					"," 						  55.81 					","20.81832"
"Steve Harmison "," 						  8.27 					"," 						  64.53 					","7.3899893"
"Frank Hayes "," 						  25.60 					"," 						  54.46 					","22.102528"
"Dean Headley "," 						  11.00 					"," 						  44.89 					","9.18137"
"Eddie Hemmings "," 						  5.00 					"," 						  49.18 					","4.2377"
"Mike Hendrick "," 						  1.20 					"," 						  27.27 					","0.938172"
"Graeme Hick "," 						  37.33 					"," 						  74.08 					","34.4272192"
"Matthew Hoggard "," 						  4.25 					"," 						  56.66 					","3.697415"
"Adam Hollioake "," 						  25.25 					"," 						  75.09 					","23.3630675"
"Ben Hollioake "," 						  20.60 					"," 						  81.10 					","19.43198"
"Geoff Humpage "," 						  5.50 					"," 						  45.83 					","4.606195"
"Nasser Hussain "," 						  30.28 					"," 						  66.99 					","27.2813716"
"Alan Igglesden "," 						  10.00 					"," 						  64.51 					","8.9353"
"Richard Illingworth "," 						  11.33 					"," 						  57.14 					","9.8731886"
"Ray Illingworth "," 						  2.50 					"," 						  27.77 					","1.958275"
"Ronnie Irani "," 						  14.40 					"," 						  65.57 					","12.912624"
"Robin Jackman "," 						  6.75 					"," 						  58.06 					","5.900715"
"John Jameson "," 						  20.00 					"," 						  37.97 					","16.2782"
"Paul Jarvis "," 						  5.16 					"," 						  79.48 					","4.8423504"
"Geraint Jones "," 						  24.62 					"," 						  77.17 					","22.9337762"
"Trevor Jesty "," 						  21.16 					"," 						  69.78 					","19.2416344"
"Richard Johnson "," 						  5.33 					"," 						  80.00 					","5.0102"
"Simon Jones "," 						  1.00 					"," 						  50.00 					","0.85"
"Rob Key "," 						  10.80 					"," 						  40.00 					","8.856"
"James Kirtley "," 						  1.00 					"," 						  18.18 					","0.75454"
"Nick Knight "," 						  40.41 					"," 						  71.52 					","36.9573696"
"Alan Knott "," 						  20.00 					"," 						  80.97 					","18.8582"
"Allan Lamb "," 						  39.31 					"," 						  75.54 					","36.4254322"
"Wayne Larkins "," 						  24.62 					"," 						  56.44 					","21.4026584"
"John Lever "," 						  8.00 					"," 						  36.84 					","6.48416"
"Peter Lever "," 						  17.00 					"," 						  70.83 					","15.51233"
"Chris Lewis "," 						  14.38 					"," 						  81.48 					","13.5810472"
"Jon Lewis "," 						  8.33 					"," 						  79.36 					","7.8142064"
"David Lloyd "," 						  40.71 					"," 						  54.18 					","35.1140034"
"Graham Lloyd "," 						  9.75 					"," 						  48.75 					","8.2509375"
"Andy Lloyd "," 						  33.66 					"," 						  44.29 					","28.0344042"
"Jim Love "," 						  20.33 					"," 						  61.00 					","17.95139"
"Mal Loye "," 						  20.28 					"," 						  77.17 					","18.8910228"
"Brian Luckhurst "," 						  5.00 					"," 						  21.73 					","3.82595"
"Monte Lynch "," 						  2.66 					"," 						  25.00 					","2.0615"
"Michael Lumb "," 						  55.00 					"," 						  81.28 					","51.9112"
"Darren Maddy "," 						  18.83 					"," 						  54.85 					","16.2794765"
"Devon Malcolm "," 						  3.00 					"," 						  81.81 					","2.83629"
"Vic Marks "," 						  13.57 					"," 						  65.66 					","12.1720186"
"Peter Martin "," 						  6.33 					"," 						  71.69 					","5.7923931"
"Dimitri Mascarenhas "," 						  22.27 					"," 						  95.33 					","21.9579973"
"Matthew Maynard "," 						  14.18 					"," 						  69.33 					","12.8752982"
"Anthony McGrath "," 						  16.60 					"," 						  47.02 					","13.961596"
"Geoff Miller "," 						  8.50 					"," 						  51.32 					","7.25866"
"John Morris "," 						  23.85 					"," 						  74.22 					","22.005441"
"Martyn Moxon "," 						  21.75 					"," 						  53.53 					","18.7178325"
"Alan Mullally "," 						  5.73 					"," 						  36.13 					","4.6320747"
"Phil Mustard "," 						  23.30 					"," 						  92.46 					","22.772954"
"Sajid Mahmood "," 						  7.72 					"," 						  84.15 					","7.352914"
"Paul Nixon "," 						  21.21 					"," 						  85.59 					","20.2930917"
"Chris Old "," 						  18.77 					"," 						  84.28 					","17.8848068"
"Graham Onions "," 						  1.00 					"," 						  50.00 					","0.85"
"Pat Pocock "," 						  4.00 					"," 						  44.44 					","3.33328"
"Derek Pringle "," 						  23.61 					"," 						  68.99 					","21.4135617"
"Samit Patel "," 						  32.13 					"," 						  93.23 					","31.4774397"
"Monty Panesar "," 						  5.20 					"," 						  28.57 					","4.085692"
"Matt Prior "," 						  24.18 					"," 						  76.76 					","22.4941704"
"Liam Plunkett "," 						  20.64 					"," 						  101.97 					","20.7619824"
"Kevin Pietersen "," 						  40.73 					"," 						  86.58 					","39.0902102"
"Neal Radford "," 						  0.00 					"," 						  0.00 					","0.0"
"Clive Radley "," 						  83.33 					"," 						  68.11 					","75.3578189"
"Mark Ramprakash "," 						  26.85 					"," 						  69.11 					","24.3618105"
"Derek Randall "," 						  26.67 					"," 						  62.69 					","23.6848269"
"Chris Read "," 						  17.64 					"," 						  73.17 					","16.2201564"
"Dermot Reeve "," 						  24.25 					"," 						  74.80 					","22.4167"
"Steve Rhodes "," 						  17.83 					"," 						  71.33 					","16.2964417"
"Jack Richards "," 						  11.84 					"," 						  58.33 					","10.3598816"
"Tim Robinson "," 						  22.96 					"," 						  58.18 					","20.0794384"
"Graham Roope "," 						  21.62 					"," 						  50.58 					","18.4146188"
"Brian Rose "," 						  49.50 					"," 						  47.14 					","41.65029"
"Jack Russell "," 						  17.62 					"," 						  66.30 					","15.838618"
"Ian Salisbury "," 						  7.00 					"," 						  58.33 					","6.12493"
"Owais Shah "," 						  30.56 					"," 						  78.67 					","28.6044656"
"Ken Shuttleworth "," 						  7.00 					"," 						  36.84 					","5.67364"
"Ryan Sidebottom "," 						  13.30 					"," 						  68.55 					","12.045145"
"Chris Silverwood "," 						  4.25 					"," 						  50.00 					","3.6125"
"Wilf Slack "," 						  21.50 					"," 						  50.58 					","18.31241"
"Gladstone Small "," 						  6.53 					"," 						  52.12 					","5.5920308"
"Chris Smith "," 						  27.25 					"," 						  45.41 					","22.7872675"
"David Smith "," 						  15.00 					"," 						  37.50 					","12.1875"
"Mike Smith "," 						  14.00 					"," 						  44.02 					","11.64884"
"Neil Smith "," 						  20.00 					"," 						  75.75 					","18.545"
"Robin Smith "," 						  39.01 					"," 						  69.65 					","35.4581395"
"Jeremy Snape "," 						  29.50 					"," 						  68.20 					","26.6857"
"John Snow "," 						  4.50 					"," 						  21.95 					","3.446325"
"Vikram Solanki "," 						  26.75 					"," 						  72.93 					","24.5776325"
"David Steele "," 						  8.00 					"," 						  66.66 					","7.19984"
"Graham Stevenson "," 						  43.00 					"," 						  76.78 					","40.00462"
"Alec Stewart "," 						  31.60 					"," 						  68.36 					","28.600528"
"Andrew Strauss "," 						  35.63 					"," 						  80.94 					","33.5926766"
"Graeme Swann "," 						  13.88 					"," 						  90.41 					","13.4806724"
"Steven Finn "," 						  8.00 					"," 						  60.98 					","7.06352"
"Liam Dawson "," 						  10.00 					"," 						  76.92 					","9.3076"
"Ajmal Shahzad "," 						  6.50 					"," 						  65.00 					","5.8175"
"Chris Tavaré "," 						  27.69 					"," 						  48.94 					","23.4484458"
"Paul Taylor "," 						  1.00 					"," 						  12.50 					","0.7375"
"Bob Taylor "," 						  13.00 					"," 						  41.66 					","10.72474"
"Greg Thomas "," 						  1.00 					"," 						  14.28 					","0.74284"
"Graham Thorpe "," 						  37.18 					"," 						  71.17 					","33.9643018"
"Fred Titmus "," 						  11.00 					"," 						  34.37 					","8.83421"
"Marcus Trescothick "," 						  37.37 					"," 						  85.21 					","35.7118931"
"Jim Troughton "," 						  9.00 					"," 						  47.36 					","7.57872"
"Alex Tudor "," 						  9.00 					"," 						  81.81 					","8.50887"
"Phil Tufnell "," 						  15.00 					"," 						  48.38 					","12.6771"
"James Tredwell "," 						  11.64 					"," 						  67.35 					","10.499862"
"Chris Tremlett "," 						  7.14 					"," 						  56.17 					","6.2011614"
"Shaun Udal "," 						  11.66 					"," 						  76.08 					","10.8232784"
"Derek Underwood "," 						  5.88 					"," 						  39.84 					","4.8187776"
"Michael Vaughan "," 						  27.15 					"," 						  68.39 					","24.5753655"
"Steve Watkin "," 						  2.00 					"," 						  17.39 					","1.50434"
"Alan Wells "," 						  15.00 					"," 						  150.00 					","17.25"
"Colin Wells "," 						  11.00 					"," 						  50.00 					","9.35"
"Vince Wells "," 						  20.14 					"," 						  55.73 					","17.4652066"
"Alex Wharf "," 						  9.50 					"," 						  67.85 					","8.583725"
"James Whitaker "," 						  48.00 					"," 						  73.84 					","44.23296"
"Craig White "," 						  15.77 					"," 						  61.20 					","13.934372"
"Peter Willey "," 						  23.39 					"," 						  62.92 					","20.7880964"
"Bob Willis "," 						  10.37 					"," 						  52.86 					","8.9034746"
"Barry Wood "," 						  31.40 					"," 						  48.53 					","26.551526"
"Bob Woolmer "," 						  5.25 					"," 						  45.65 					","4.3939875"
"Craig Kieswetter "," 						  30.11 					"," 						  89.93 					","29.2003769"
"Gary Ballance "," 						  21.21 					"," 						  67.04 					","19.1127552"
"Luke Wright "," 						  20.20 					"," 						  86.21 					","19.364326"
"Michael Yardy "," 						  20.37 					"," 						  69.06 					","18.4792566"
"Ed Joyce "," 						  38.00 					"," 						  72.23 					","34.83422"
"Adil Rashid "," 						  21.14 					"," 						  109.09 					","21.7164878"
"Harry Gurney "," 						  7.50 					"," 						  45.45 					","6.272625"
"Eoin Morgan "," 						  37.22 					"," 						  88.04 					","35.8845464"
"Boyd Rankin "," 						  6.00 					"," 						  41.66 					","4.94988"
"Chris Woakes "," 						  27.94 					"," 						  91.10 					","27.194002"
"Alex Hales "," 						  36.69 					"," 						  95.00 					","36.13965"
"Chris Jordan "," 						  12.07 					"," 						  89.89 					","11.7039169"
"James Vince "," 						  26.00 					"," 						  84.55 					","24.7949"
"Jonny Bairstow "," 						  48.36 					"," 						  96.73 					","47.8855884"
"Sam Billings "," 						  24.80 					"," 						  93.23 					","24.296312"
"Stuart Meaker "," 						  1.00 					"," 						  12.50 					","0.7375"
"James Taylor "," 						  42.23 					"," 						  80.12 					","39.7114028"
"Jason Roy "," 						  37.14 					"," 						  102.60 					","37.429692"
"Joe Root "," 						  51.16 					"," 						  86.89 					","49.1478772"
"David Willey "," 						  15.55 					"," 						  70.35 					","14.1668275"
"Jos Buttler "," 						  38.05 					"," 						  118.02 					","40.106983"
"Scott Borthwick "," 						  9.00 					"," 						  112.50 					","9.3375"
"Ben Stokes "," 						  35.82 					"," 						  96.23 					","35.4148758"
"Mark Wood "," 						  10.75 					"," 						  93.47 					","10.5394075"
"Jake Ball "," 						  9.25 					"," 						  94.87 					","9.1076425"
"Reece Topley "," 						  7.00 					"," 						  17.50 					","5.2675"
"Jonathan Trott "," 						  51.25 					"," 						  77.06 					","47.722975"
"Ben Duckett "," 						  41.00 					"," 						  80.92 					","38.65316"
"Tom Curran "," 						  70.00 					"," 						  129.62 					","76.2202"
"Kabir Ali "," 						  15.50 					"," 						  86.11 					","14.854115"
"Chris Adams "," 						  17.75 					"," 						  49.30 					","15.050225"
"Mark Alleyne "," 						  21.57 					"," 						  59.21 					","18.9304791"
"Paul Allott "," 						  3.00 					"," 						  60.00 					","2.64"
"Dennis Amiss "," 						  47.72 					"," 						  72.48 					","43.7802368"
"Geoff Arnold "," 						  16.00 					"," 						  64.00 					","14.272"
"Mike Atherton "," 						  35.11 					"," 						  58.64 					","30.7535512"
"Bill Athey "," 						  31.40 					"," 						  56.72 					","27.323024"
"Ian Austin "," 						  6.80 					"," 						  69.38 					","6.175352"
"James Anderson "," 						  7.58 					"," 						  48.66 					","6.4125284"
"Tim Ambrose "," 						  2.50 					"," 						  29.41 					","1.970575"
"Moeen Ali "," 						  27.86 					"," 						  105.30 					","28.302974"
"Rob Bailey "," 						  68.50 					"," 						  69.89 					","62.312395"
"David Bairstow "," 						  14.71 					"," 						  52.82 					","12.6279466"
"Graham Barlow "," 						  29.80 					"," 						  58.43 					","26.083642"
"Kim Barnett "," 						  84.00 					"," 						  57.53 					","73.29756"
"Gareth Batty "," 						  5.00 					"," 						  41.09 					","4.11635"
"Ian Bell "," 						  37.87 					"," 						  77.16 					","35.2751476"
"Joey Benjamin "," 						  0.00 					"," 						  0.00 					","0.0"
"Mark Benson "," 						  24.00 					"," 						  41.37 					","19.77864"
"Martin Bicknell "," 						  24.00 					"," 						  92.30 					","23.4456"
"Ian Blackwell "," 						  14.92 					"," 						  86.66 					","14.3229016"
"Richard Blakey "," 						  12.50 					"," 						  50.00 					","10.625"
"Sir Ian Botham "," 						  23.21 					"," 						  79.10 					","21.754733"
"Geoff Boycott "," 						  36.06 					"," 						  53.56 					","31.0361208"
"Mike Brearley "," 						  24.28 					"," 						  45.53 					","20.3124052"
"Chris Broad "," 						  40.02 					"," 						  55.61 					","34.6905366"
"Ali Brown "," 						  22.12 					"," 						  82.90 					","20.985244"
"Dougie Brown "," 						  17.72 					"," 						  66.32 					","15.9295712"
"Tim Bresnan "," 						  19.79 					"," 						  90.25 					","19.2111425"
"Alan Butcher "," 						  14.00 					"," 						  53.84 					","12.06128"
"Roland Butcher "," 						  19.33 					"," 						  85.29 					","18.4769671"
